content_id||$||account_id||$||content_type||$||account_role||$||account_publish_content_cnt_td||$||account_first_audit_content_cnt_td_pass||$||account_second_audit_content_cnt_td_pass||$||account_third_audit_content_cnt_td_pass||$||account_account_elite_content_cnt_td||$||account_distribute_content_cnt_td||$||account_first_audit_pass_cnt_1d||$||account_second_audit_pass_cnt_1d||$||account_third_audit_pass_cnt_1d||$||account_elite_cnt_1d||$||account_expo_pv_1d||$||account_click_pv_1d||$||account_consume_pv_1d||$||account_consume_time_1d||$||account_valid_consume_pv_1d||$||account_valid_consume_time_1d||$||account_play_vv_1d||$||account_play_time_1d||$||account_valid_play_vv_1d||$||account_valid_play_time_1d||$||account_complete_play_vv_1d||$||account_itrt_pv_1d||$||account_favor_pv_1d||$||account_comment_pv_1d||$||account_share_pv_1d||$||account_collect_pv_1d||$||account_attention_pv_1d||$||account_ipv_pv_1d||$||account_lead_shop_pv_1d||$||account_cart_cnt_1d||$||account_cart_item_qty_1d||$||account_cart_amt_1d||$||account_pay_cnt_1d||$||account_pay_item_qty_1d||$||account_pay_amt_1d||$||account_zhongcao_pv_1d||$||account_consume_zhongcao_pv_1d||$||account_cart_zhongcao_pv_1d||$||account_ipv_zhongcao_pv_1d||$||account_pay_order_zhongcao_1d||$||account_pay_item_qty_zhongcao_1d||$||account_pay_amt_zhongcao_1d||$||expo_pv_1d||$||expo_uv_1d||$||click_pv_1d||$||click_uv_1d||$||consume_pv_1d||$||consume_time_1d||$||consume_uv_1d||$||consume_pv_1d_valid||$||consume_time_1d_valid||$||consume_uv_1d_valid||$||play_vv_1d||$||play_time_1d||$||play_uv_1d||$||play_vv_1d_valid||$||play_time_1d_valid||$||play_uv_1d_valid||$||play_vv_complete_1d||$||play_uv_complete_1d||$||itrt_pv_1d||$||itrt_uv_1d||$||favor_pv_1d||$||favor_uv_1d||$||comment_pv_1d||$||comment_uv_1d||$||share_pv_1d||$||share_uv_1d||$||collect_pv_1d||$||collect_uv_1d||$||attention_pv_1d||$||attention_uv_1d||$||ipv_pv_1d||$||ipv_uv_1d||$||lead_shop_pv_1d||$||lead_shop_uv_1d||$||cart_cnt_1d||$||cart_item_qty_1d||$||cart_amt_1d||$||cart_uv_1d||$||pay_cnt_1d||$||pay_item_qty_1d||$||pay_amt_1d||$||pay_buyer_cnt_1d||$||zhongcao_pv_1d||$||zhongcao_uv_1d||$||zhongcao_pv_1d_consume||$||zhongcao_uv_1d_consume||$||zhongcao_pv_1d_cart||$||zhongcao_uv_1d_cart||$||zhongcao_pv_1d_ipv||$||zhongcao_uv_1d_ipv||$||pay_order_cnt_1d_zc||$||pay_item_qty_1d_zc||$||pay_amt_1d_zc||$||pay_buyer_cnt_1d_zc||$||gmt_create||$||publish_time||$||content_title||$||content_tag_level1_name||$||content_tag_level2_name||$||content_tag_level3_name||$||item_id||$||item_title||$||reserve_price||$||cate_id||$||cate_name||$||cate_level||$||cate_level1_id||$||cate_level2_id||$||cate_level3_id||$||cate_level4_id||$||cate_level5_id||$||cate_level1_name||$||cate_level2_name||$||cate_level3_name||$||cate_level4_name||$||cate_level5_name||$||commodity_id||$||commodity_name||$||lead_pay_visitor_ids||$||visite_time
16651113602880||$||194838196736||$||article||$||Toc||$||64||$||64||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||1792||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2020-04-18 08:30:49||$||2020-04-18 08:30:48||$||正品，昨夜放到阳台收波，早上起床看表发现收波成功，太阳充电满格！良心店家||$||时尚||$||时尚||$||时尚||$||36115480485440||$||卡西欧CASIO 手表 G-SHOCK GWG-100/1000-1A8/1A3/1A光能电波男表||$||113152||$||124942005||$||日韩腕表||$||2||$||50468001||$||124942005||$||||$||||$||||$||手表||$||日韩腕表||$||||$||||$||||$||100060792||$||腕表||$||||$||20230614
16651113602880||$||194838196736||$||article||$||Toc||$||64||$||64||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||56000||$||4928||$||704||$||5964160||$||576||$||5859200||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||320||$||320||$||0||$||0||$||0||$||0||$||0||$||0||$||768||$||576||$||0||$||320||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2020-04-18 08:30:49||$||2020-04-18 08:30:48||$||正品，昨夜放到阳台收波，早上起床看表发现收波成功，太阳充电满格！良心店家||$||时尚||$||时尚||$||时尚||$||36115480485440||$||卡西欧CASIO 手表 G-SHOCK GWG-100/1000-1A8/1A3/1A光能电波男表||$||113152||$||124942005||$||日韩腕表||$||2||$||50468001||$||124942005||$||||$||||$||||$||手表||$||日韩腕表||$||||$||||$||||$||100060792||$||腕表||$||||$||20230615
11197016226600||$||73281037826||$||article||$||Toc||$||43||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||34228||$||645||$||946||$||6880860||$||559||$||6578140||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||129||$||129||$||0||$||0||$||0||$||0||$||0||$||0||$||516||$||473||$||0||$||129||$||0||$||0||$||0||$||17931||$||17888||$||301||$||301||$||387||$||2180100||$||344||$||215||$||1942740||$||215||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||215||$||215||$||215||$||215||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2020-04-19 22:28:05||$||2020-04-19 22:28:05||$||百搭单品，万物复苏的季节来了，带上孩子，老公，穿着美美的衣服，朋友们约起👻||$||时尚||$||时尚||$||时尚||$||25595991619107||$||泰国度假半身裙女2023夏季新款海边沙滩裙一片式裹裙雪纺碎花长裙||$||1161.43||$||1623||$||半身裙||$||2||$||16||$||1623||$||||$||||$||||$||女装/女士精品||$||半身裙||$||||$||||$||||$||100058046||$||半身裙||$||||$||20230615
11197016226600||$||73281037826||$||article||$||Toc||$||43||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||34228||$||645||$||946||$||6880860||$||559||$||6578140||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||129||$||129||$||0||$||0||$||0||$||0||$||0||$||0||$||516||$||473||$||0||$||129||$||0||$||0||$||0||$||14577||$||14534||$||387||$||344||$||430||$||6429790||$||301||$||301||$||6247470||$||301||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||86||$||86||$||86||$||86||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||387||$||301||$||301||$||301||$||0||$||0||$||86||$||86||$||0||$||0||$||0||$||0||$||2020-04-19 22:28:05||$||2020-04-19 22:28:05||$||百搭单品，万物复苏的季节来了，带上孩子，老公，穿着美美的衣服，朋友们约起👻||$||时尚||$||时尚||$||时尚||$||25595991619107||$||泰国度假半身裙女2023夏季新款海边沙滩裙一片式裹裙雪纺碎花长裙||$||1161.43||$||1623||$||半身裙||$||2||$||16||$||1623||$||||$||||$||||$||女装/女士精品||$||半身裙||$||||$||||$||||$||100058046||$||半身裙||$||||$||20230616
26051911540300||$||249485664400||$||video||$||Toc||$||100||$||100||$||100||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||124900||$||8400||$||11200||$||102279300||$||8400||$||98035800||$||11200||$||102279300||$||8400||$||98035800||$||5700||$||200||$||200||$||0||$||100||$||100||$||0||$||6000||$||6000||$||700||$||800||$||159200||$||300||$||300||$||28763||$||14600||$||8400||$||3500||$||6000||$||400||$||400||$||41372||$||100||$||100||$||0||$||0||$||200||$||240400||$||200||$||0||$||0||$||0||$||200||$||240400||$||200||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2020-04-19 17:03:18||$||2020-04-19 17:03:18||$||我自己试过效果，很好用的！||$||家居||$||家居||$||家居||$||56158980061000||$||snaildream自制空气净化器 DIY适配小米过滤网滤芯车载除甲醛雾霾||$||19900||$||350402||$||空气净化器||$||2||$||50012100||$||350402||$||||$||||$||||$||生活电器||$||空气净化器||$||||$||||$||||$||100060028||$||空气净化器||$||||$||20230616
26051911540300||$||249485664400||$||video||$||Toc||$||100||$||100||$||100||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||124900||$||8400||$||11200||$||102279300||$||8400||$||98035800||$||11200||$||102279300||$||8400||$||98035800||$||5700||$||200||$||200||$||0||$||100||$||100||$||0||$||6000||$||6000||$||700||$||800||$||159200||$||300||$||300||$||28763||$||14600||$||8400||$||3500||$||6000||$||400||$||400||$||41372||$||900||$||600||$||100||$||100||$||600||$||5393600||$||500||$||400||$||5077400||$||400||$||600||$||5393600||$||500||$||400||$||5077400||$||400||$||300||$||300||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||1000||$||100||$||1000||$||100||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||1400||$||400||$||400||$||400||$||0||$||0||$||1000||$||100||$||0||$||0||$||0||$||0||$||2020-04-19 17:03:18||$||2020-04-19 17:03:18||$||我自己试过效果，很好用的！||$||家居||$||家居||$||家居||$||56158980061000||$||snaildream自制空气净化器 DIY适配小米过滤网滤芯车载除甲醛雾霾||$||19900||$||350402||$||空气净化器||$||2||$||50012100||$||350402||$||||$||||$||||$||生活电器||$||空气净化器||$||||$||||$||||$||100060028||$||空气净化器||$||||$||20230615
18112116765352||$||149700118406612||$||video||$||Toc||$||68||$||0||$||0||$||0||$||0||$||68||$||0||$||0||$||0||$||0||$||260712||$||3740||$||1159468||$||6245468160||$||493000||$||5330586232||$||1159400||$||6244440000||$||492932||$||5329558072||$||24004||$||2788||$||2652||$||68||$||136||$||136||$||340||$||3604||$||3604||$||272||$||272||$||1291932||$||68||$||68||$||16252||$||494020||$||493000||$||476||$||3604||$||136||$||136||$||111316||$||15232||$||14484||$||136||$||136||$||1292||$||18456968||$||952||$||816||$||17969476||$||680||$||1292||$||18456968||$||952||$||816||$||17969476||$||680||$||68||$||68||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||476||$||340||$||476||$||340||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||1292||$||680||$||816||$||680||$||0||$||0||$||476||$||340||$||0||$||0||$||0||$||0||$||2020-05-25 18:59:59||$||2020-05-25 18:59:59||$||诺基亚N9见证手机巨头的末代辉煌||$||科技||$||科技||$||科技||$||40316208174916||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||20230626
18112116765352||$||149700118406612||$||video||$||Toc||$||68||$||0||$||0||$||0||$||0||$||68||$||0||$||0||$||0||$||0||$||260712||$||3740||$||1159468||$||6245468160||$||493000||$||5330586232||$||1159400||$||6244440000||$||492932||$||5329558072||$||24004||$||2788||$||2652||$||68||$||136||$||136||$||340||$||3604||$||3604||$||272||$||272||$||1291932||$||68||$||68||$||16252||$||494020||$||493000||$||476||$||3604||$||136||$||136||$||111316||$||12512||$||12172||$||0||$||0||$||748||$||21359548||$||748||$||680||$||21240140||$||680||$||748||$||21359548||$||748||$||680||$||21240140||$||680||$||68||$||68||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||136||$||68||$||136||$||68||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||816||$||680||$||680||$||680||$||0||$||0||$||136||$||68||$||0||$||0||$||0||$||0||$||2020-05-25 18:59:59||$||2020-05-25 18:59:59||$||诺基亚N9见证手机巨头的末代辉煌||$||科技||$||科技||$||科技||$||40316208174916||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||||$||20230627
9106358640916||$||64530939336||$||article||$||Toc||$||34||$||0||$||0||$||0||$||0||$||34||$||0||$||0||$||0||$||0||$||7344||$||850||$||1122||$||28824520||$||612||$||28311460||$||136||$||2897616||$||102||$||2896018||$||34||$||34||$||34||$||0||$||0||$||34||$||0||$||136||$||136||$||0||$||0||$||0||$||0||$||0||$||0||$||612||$||476||$||0||$||136||$||34||$||34||$||6208.4||$||578||$||578||$||204||$||204||$||238||$||1223626||$||204||$||170||$||1105680||$||136||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||68||$||68||$||68||$||68||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2020-06-07 00:05:48||$||2020-06-07 00:05:48||$||商家推荐的码数穿着刚好合适，裙子做工很细致，面料很柔软舒适上身很舒服。款式简约风格又不失时尚感，穿着淑女好看，很喜欢。||$||||$||||$||||$||20250623109564||$||白色蕾丝连衣裙高级感女装夏季2023年新款气质小个子性感礼服裙子||$||11152||$||50010850||$||连衣裙||$||2||$||16||$||50010850||$||||$||||$||||$||女装/女士精品||$||连衣裙||$||||$||||$||||$||100060097||$||连衣裙||$||||$||20230629
9106358640916||$||64530939336||$||article||$||Toc||$||34||$||0||$||0||$||0||$||0||$||34||$||0||$||0||$||0||$||0||$||5202||$||646||$||1122||$||28824520||$||578||$||28311460||$||136||$||2897616||$||102||$||2896018||$||34||$||34||$||34||$||0||$||0||$||34||$||0||$||102||$||102||$||0||$||0||$||0||$||0||$||0||$||0||$||510||$||442||$||0||$||102||$||34||$||34||$||6208.4||$||170||$||170||$||68||$||68||$||102||$||535160||$||102||$||102||$||535160||$||102||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||102||$||102||$||102||$||102||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2020-06-07 00:05:48||$||2020-06-07 00:05:48||$||商家推荐的码数穿着刚好合适，裙子做工很细致，面料很柔软舒适上身很舒服。款式简约风格又不失时尚感，穿着淑女好看，很喜欢。||$||||$||||$||||$||20250623109564||$||白色蕾丝连衣裙高级感女装夏季2023年新款气质小个子性感礼服裙子||$||11152||$||50010850||$||连衣裙||$||2||$||16||$||50010850||$||||$||||$||||$||女装/女士精品||$||连衣裙||$||||$||||$||||$||100060097||$||连衣裙||$||||$||20230630
7054138248534||$||4522496966||$||article||$||Tob||$||26||$||0||$||0||$||0||$||0||$||26||$||0||$||0||$||0||$||0||$||4784||$||390||$||1638||$||86783684||$||910||$||85626684||$||78||$||75264644||$||52||$||75264644||$||0||$||26||$||26||$||26||$||0||$||0||$||52||$||182||$||182||$||52||$||52||$||68432||$||0||$||0||$||0||$||494||$||364||$||52||$||182||$||26||$||26||$||28678||$||1404||$||1352||$||78||$||78||$||338||$||2007720||$||286||$||286||$||1951560||$||260||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2020-07-08 12:21:38||$||2020-07-08 12:21:38||$||买了2个给店里用的 非常方便 材质摸着也比较舒服的 朋友来坐了一会就想要买一个回家了  ||$||家居||$||家居||$||家居||$||16138240422512||$||头等太空沙发舱单人可躺椅真皮电动多功能客厅懒人按摩美甲科技布||$||34216||$||50020632||$||布艺沙发||$||3||$||50008164||$||50020006||$||50020632||$||||$||||$||住宅家具||$||沙发类||$||布艺沙发||$||||$||||$||100060530||$||沙发||$||||$||20230706
7054138248534||$||4522496966||$||article||$||Tob||$||26||$||0||$||0||$||0||$||0||$||26||$||0||$||0||$||0||$||0||$||4784||$||390||$||1638||$||86783684||$||910||$||85626684||$||78||$||75264644||$||52||$||75264644||$||0||$||26||$||26||$||26||$||0||$||0||$||26||$||182||$||182||$||26||$||26||$||34216||$||0||$||0||$||0||$||494||$||364||$||52||$||182||$||26||$||26||$||28678||$||1430||$||1352||$||104||$||104||$||390||$||2216500||$||312||$||312||$||2143180||$||260||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||52||$||26||$||52||$||26||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||182||$||78||$||130||$||78||$||0||$||0||$||52||$||26||$||0||$||0||$||0||$||0||$||2020-07-08 12:21:38||$||2020-07-08 12:21:38||$||买了2个给店里用的 非常方便 材质摸着也比较舒服的 朋友来坐了一会就想要买一个回家了  ||$||家居||$||家居||$||家居||$||16138240422512||$||头等太空沙发舱单人可躺椅真皮电动多功能客厅懒人按摩美甲科技布||$||34216||$||50020632||$||布艺沙发||$||3||$||50008164||$||50020006||$||50020632||$||||$||||$||住宅家具||$||沙发类||$||布艺沙发||$||||$||||$||100060530||$||沙发||$||||$||20230707
15467499939584||$||112326258744||$||video||$||Toc||$||56||$||56||$||56||$||0||$||0||$||56||$||112||$||56||$||0||$||0||$||567056||$||4872||$||25032||$||175621600||$||16184||$||164892056||$||24976||$||175113120||$||16128||$||164383576||$||6104||$||504||$||280||$||0||$||448||$||280||$||560||$||5656||$||5656||$||784||$||784||$||50960||$||280||$||280||$||15657.600000000002||$||23520||$||16128||$||1736||$||5656||$||448||$||448||$||25810.399999999998||$||450856||$||362264||$||224||$||224||$||17864||$||116160800||$||15064||$||11200||$||107262288||$||10024||$||17864||$||116160800||$||15064||$||11200||$||107262288||$||10024||$||3248||$||2632||$||56||$||56||$||56||$||56||$||0||$||0||$||0||$||0||$||0||$||0||$||56||$||56||$||3752||$||2296||$||3752||$||2296||$||560||$||560||$||36400||$||504||$||280||$||280||$||15657.600000000002||$||224||$||15792||$||10192||$||11200||$||10024||$||1064||$||504||$||3752||$||2296||$||280||$||280||$||15657.600000000002||$||224||$||2020-08-20 22:36:03||$||2020-08-20 22:36:03||$||好看，女儿喜欢，弹性大女儿说穿着舒服，颜色也喜欢穿着衬肤色白，尺码足，店家细心还送了游泳浮袖，女儿好喜欢，尺码也合适，满意呢，价钱划算，超值 ||$||育儿||$||育儿||$||育儿||$||34606342504776||$||儿童泳衣女童小中大童连体裙式装可爱公主女孩宝宝防晒游泳衣套装||$||3640||$||50016740||$||儿童泳衣/裤||$||3||$||50010728||$||50016729||$||50016740||$||||$||||$||运动/瑜伽/健身/球迷用品||$||游泳||$||儿童泳衣/裤||$||||$||||$||100062065||$||泳衣||$||1118119161,1591648861,1191120681,1115265111||$||20230720
15467499939584||$||112326258744||$||video||$||Toc||$||56||$||56||$||56||$||0||$||0||$||56||$||112||$||56||$||0||$||0||$||567056||$||4872||$||25032||$||175621600||$||16184||$||164892056||$||24976||$||175113120||$||16128||$||164383576||$||6104||$||504||$||280||$||0||$||448||$||280||$||560||$||5656||$||5656||$||784||$||784||$||50960||$||280||$||280||$||11188.800000000001||$||23520||$||16128||$||1736||$||5656||$||448||$||448||$||25810.399999999998||$||447552||$||363552||$||112||$||112||$||15288||$||91100296||$||13552||$||8512||$||81896472||$||7896||$||15288||$||91100296||$||13552||$||8512||$||81896472||$||7896||$||2184||$||2072||$||56||$||56||$||56||$||56||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||2856||$||1624||$||2856||$||1624||$||168||$||168||$||10920||$||168||$||112||$||112||$||3920||$||112||$||11928||$||8120||$||8512||$||7896||$||560||$||168||$||2856||$||1624||$||112||$||112||$||3920||$||112||$||2020-08-20 22:36:03||$||2020-08-20 22:36:03||$||好看，女儿喜欢，弹性大女儿说穿着舒服，颜色也喜欢穿着衬肤色白，尺码足，店家细心还送了游泳浮袖，女儿好喜欢，尺码也合适，满意呢，价钱划算，超值 ||$||育儿||$||育儿||$||育儿||$||34606342504776||$||儿童泳衣女童小中大童连体裙式装可爱公主女孩宝宝防晒游泳衣套装||$||3640||$||50016740||$||儿童泳衣/裤||$||3||$||50010728||$||50016729||$||50016740||$||||$||||$||运动/瑜伽/健身/球迷用品||$||游泳||$||儿童泳衣/裤||$||||$||||$||100062065||$||泳衣||$||1767811661,1363113161||$||20230719
227048431145||$||624559329||$||article||$||Toc||$||1||$||1||$||1||$||0||$||0||$||1||$||0||$||0||$||0||$||0||$||660||$||49||$||96||$||915640||$||60||$||855470||$||1||$||1347||$||0||$||0||$||0||$||2||$||1||$||0||$||1||$||0||$||1||$||15||$||15||$||1||$||1||$||238.9||$||0||$||0||$||0||$||67||$||60||$||2||$||15||$||0||$||0||$||0||$||137||$||22||$||22||$||15||$||74||$||327460||$||58||$||34||$||253990||$||31||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||13||$||9||$||13||$||9||$||1||$||1||$||238.9||$||1||$||0||$||0||$||0||$||0||$||48||$||34||$||34||$||31||$||1||$||1||$||13||$||9||$||0||$||0||$||0||$||0||$||2019-05-23 18:18:18||$||2019-05-23 16:54:53||$||这双鞋虽然有12厘米那么高，但是设计的很好，穿起来挺舒服的，膝盖不会弯，就是码数偏小2码，我35的脚要拍34的。||$||时尚||$||时尚||$||时尚||$||567244732294||$||2021新款女鞋名媛黑色铆钉高跟鞋女细跟10CM性感欧美浅口柳丁单鞋||$||238.9||$||50012027||$||浅口单鞋||$||3||$||50006843||$||201272477||$||50012027||$||||$||||$||女鞋||$||时装单鞋||$||浅口单鞋||$||||$||||$||100060915||$||鞋||$||||$||20230523
227048431145||$||624559329||$||article||$||Toc||$||1||$||1||$||1||$||0||$||0||$||1||$||0||$||0||$||0||$||0||$||660||$||49||$||96||$||915640||$||60||$||855470||$||1||$||1347||$||0||$||0||$||0||$||2||$||1||$||0||$||1||$||0||$||1||$||15||$||15||$||1||$||1||$||238.9||$||0||$||0||$||0||$||67||$||60||$||2||$||15||$||0||$||0||$||0||$||152||$||30||$||26||$||22||$||92||$||516469||$||64||$||41||$||436739||$||36||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||13||$||8||$||13||$||8||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||54||$||39||$||41||$||36||$||0||$||0||$||13||$||8||$||0||$||0||$||0||$||0||$||2019-05-23 18:18:18||$||2019-05-23 16:54:53||$||这双鞋虽然有12厘米那么高，但是设计的很好，穿起来挺舒服的，膝盖不会弯，就是码数偏小2码，我35的脚要拍34的。||$||时尚||$||时尚||$||时尚||$||567244732294||$||2021新款女鞋名媛黑色铆钉高跟鞋女细跟10CM性感欧美浅口柳丁单鞋||$||238.9||$||50012027||$||浅口单鞋||$||3||$||50006843||$||201272477||$||50012027||$||||$||||$||女鞋||$||时装单鞋||$||浅口单鞋||$||||$||||$||100060915||$||鞋||$||||$||20230524
18528029191840||$||182083851600||$||video||$||Tol||$||80||$||0||$||80||$||0||$||0||$||80||$||160||$||80||$||80||$||80||$||6616960||$||361920||$||15142400||$||76075785120||$||2644240||$||63041206720||$||15081760||$||75729332560||$||2622160||$||62757605520||$||166960||$||51120||$||42400||$||720||$||3920||$||8000||$||29600||$||376000||$||376080||$||15520||$||17040||$||22301472||$||6640||$||6800||$||1754449.5999999999||$||3056240||$||2789280||$||40160||$||376000||$||66000||$||68000||$||43728661.48904236||$||10800||$||10640||$||560||$||480||$||8720||$||163253600||$||7680||$||4160||$||157715200||$||3680||$||8720||$||163253600||$||7680||$||4160||$||157715200||$||3680||$||480||$||400||$||80||$||80||$||80||$||80||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||6720||$||720||$||6720||$||720||$||320||$||400||$||87200||$||160||$||240||$||240||$||17760||$||240||$||19040||$||3680||$||4160||$||3680||$||8160||$||160||$||6720||$||720||$||800||$||800||$||47840||$||720||$||2019-07-22 20:41:39||$||2019-07-22 20:41:38||$||办公室折叠床不是又大又宽就好！||$||泛生活||$||泛生活||$||泛生活||$||3419640048320||$||折叠床单人家用简易午休神器办公室成人午睡行军户外小床陪护躺椅||$||17440||$||50020627||$||折叠床/午休床||$||3||$||50008164||$||201681208||$||50020627||$||||$||||$||住宅家具||$||休闲家具||$||折叠床/午休床||$||||$||||$||100058305||$||床||$||1151924321,110148011,1118139168411||$||20230527
18528029191840||$||182083851600||$||video||$||Tol||$||80||$||0||$||80||$||0||$||0||$||80||$||160||$||80||$||80||$||80||$||6616960||$||361920||$||15142400||$||76075785120||$||2644240||$||63041206720||$||15081760||$||75729332560||$||2622160||$||62757605520||$||166960||$||51120||$||42400||$||720||$||3920||$||8000||$||29600||$||376000||$||376080||$||15520||$||17040||$||22301472||$||6640||$||6800||$||1754449.5999999999||$||3056240||$||2789280||$||40160||$||376000||$||66000||$||68000||$||43728661.48904236||$||5440||$||5360||$||80||$||80||$||5520||$||36030160||$||4720||$||1520||$||30219600||$||1360||$||5440||$||35466160||$||4720||$||1440||$||29655600||$||1360||$||160||$||160||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||0||$||480||$||320||$||480||$||320||$||160||$||160||$||34880||$||160||$||0||$||0||$||0||$||0||$||2160||$||1520||$||1520||$||1360||$||160||$||160||$||480||$||320||$||160||$||160||$||14960||$||160||$||2019-07-22 20:41:39||$||2019-07-22 20:41:38||$||办公室折叠床不是又大又宽就好！||$||泛生活||$||泛生活||$||泛生活||$||3419640048320||$||折叠床单人家用简易午休神器办公室成人午睡行军户外小床陪护躺椅||$||17440||$||50020627||$||折叠床/午休床||$||3||$||50008164||$||201681208||$||50020627||$||||$||||$||住宅家具||$||休闲家具||$||折叠床/午休床||$||||$||||$||100058305||$||床||$||||$||20230526
